	Overall	Adherence to Prompt	Clarity of Thesis	Strength of Argument	Development	Organization	Coherence	Cohesion	Sentence Structure	Vocabulary	Technical Quality
NOOS1022	[3.5, 3.5]	[3.5, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
FIJY1030	[2.5, 2.5]	[3.0, 2.5]	[2.5, 2.0]	[2.5, 2.0]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[4.0, 4.0]
FRUB2022	[3.5, 3.5]	[4.0, 4.0]	[3.0, 2.5]	[3.5, 3.5]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[4.0, 4.0]	[3.0, 3.0]
BGSU1281	[2.0, 1.5]	[2.0, 1.5]	[2.0, 1.5]	[2.0, 1.0]	[2.0, 2.0]	[2.0, 2.0]	[2.5, 3.5]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.0]	[2.5, 2.0]
FIJY1028	[3.5, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[4.0, 4.0]	[3.5, 3.0]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[3.5, 3.0]
POPZ1043	[3.0, 2.5]	[3.5, 4.0]	[4.0, 4.0]	[3.5, 3.5]	[3.0, 4.0]	[2.0, 2.0]	[3.5, 3.5]	[2.5, 2.5]	[2.5, 2.0]	[3.0, 2.5]	[3.0, 2.0]
FIHE1013	[3.5, 3.5]	[3.5, 4.0]	[3.5, 4.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.5]	[3.5, 4.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
BGSU1143	[3.5, 3.5]	[4.0, 4.0]	[3.0, 2.5]	[3.5, 3.5]	[3.5, 3.5]	[3.0, 2.5]	[4.0, 4.0]	[2.5, 2.5]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 2.5]
TRME3001	[3.0, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 2.5]	[2.5, 2.5]
FIJY1077	[2.5, 3.0]	[2.5, 2.0]	[3.5, 4.0]	[2.0, 2.0]	[2.5, 2.0]	[2.0, 2.0]	[3.0, 3.5]	[2.5, 3.0]	[2.5, 2.0]	[2.5, 2.5]	[3.0, 3.5]
TRME3015	[3.0, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[3.5, 3.5]	[3.0, 2.5]	[3.0, 2.0]	[2.5, 2.0]	[3.0, 2.0]	[2.0, 2.0]	[2.5, 2.5]	[2.0, 2.0]
RUMO4002	[2.5, 2.5]	[2.0, 1.5]	[2.5, 2.5]	[2.5, 3.0]	[3.0, 4.0]	[3.0, 2.0]	[3.0, 2.0]	[3.0, 3.0]	[3.0, 3.5]	[3.5, 4.0]	[3.0, 2.0]
TSNO1431	[2.5, 2.5]	[2.0, 2.5]	[2.0, 2.0]	[3.0, 3.0]	[3.0, 3.5]	[3.5, 4.0]	[2.5, 2.0]	[2.0, 2.0]	[3.0, 3.5]	[3.0, 3.5]	[2.0, 2.0]
NOUO1048	[1.5, 1.0]	[2.0, 1.0]	[1.5, 1.0]	[1.0, 1.0]	[1.0, 1.0]	[2.0, 2.0]	[2.0, 1.0]	[2.0, 2.0]	[2.0, 1.0]	[2.0, 1.0]	[2.0, 1.0]
ITRS2034	[3.0, 3.5]	[4.0, 4.0]	[3.0, 3.5]	[2.5, 2.5]	[3.0, 2.5]	[3.0, 3.5]	[3.0, 3.0]	[2.5, 3.0]	[3.5, 3.5]	[3.0, 3.0]	[3.0, 3.0]
BGSU1280	[4.0, 3.5]	[4.0, 4.0]	[4.0, 3.0]	[3.5, 3.5]	[3.5, 3.5]	[3.5, 3.0]	[4.0, 3.0]	[3.0, 3.0]	[4.0, 3.0]	[4.0, 3.0]	[3.5, 3.5]
CZPR2047	[3.0, 3.0]	[3.5, 4.0]	[3.5, 4.0]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 3.0]	[3.0, 3.5]	[2.0, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.0]
BGSU1290	[2.0, 2.0]	[2.5, 2.5]	[2.5, 1.5]	[2.0, 2.0]	[2.5, 2.0]	[2.0, 2.0]	[2.0, 2.0]	[2.5, 2.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]
BGSU1081	[2.5, 2.0]	[4.0, 4.0]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 3.0]	[2.5, 3.0]	[3.0, 3.5]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.5]	[3.0, 3.0]
RUMO4018	[3.0, 3.0]	[4.0, 4.0]	[3.0, 2.0]	[3.0, 3.0]	[3.0, 3.5]	[3.5, 3.0]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]
NOBU1004	[1.5, 1.5]	[2.5, 2.5]	[2.5, 2.0]	[2.0, 2.0]	[2.5, 2.5]	[2.5, 2.5]	[2.0, 2.0]	[2.5, 2.0]	[2.5, 2.5]	[3.0, 3.0]	[2.0, 2.0]
RUMO3013	[3.0, 3.5]	[4.0, 4.0]	[3.5, 4.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 2.5]	[3.5, 3.5]	[3.0, 3.0]
DBAN3017	[3.5, 3.5]	[3.5, 3.5]	[3.0, 3.0]	[2.5, 2.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]
NOHO1022	[3.5, 4.0]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 2.5]	[3.5, 3.0]	[3.0, 3.0]	[3.0, 3.0]
CNUK1183	[2.0, 1.5]	[3.0, 2.0]	[2.5, 2.0]	[2.0, 2.0]	[2.0, 2.0]	[2.5, 2.0]	[2.0, 2.0]	[2.5, 2.0]	[2.5, 2.5]	[2.0, 1.5]	[1.5, 1.0]
RUMO5012	[3.5, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.5]
RUMO4010	[3.0, 3.0]	[4.0, 4.0]	[3.5, 4.0]	[2.5, 2.0]	[2.5, 2.5]	[2.0, 2.0]	[2.5, 1.5]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]
TSKC1374	[3.5, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.0]	[3.0, 3.0]	[3.5, 4.0]	[3.0, 2.5]	[3.5, 3.0]	[3.0, 3.0]	[3.0, 3.0]
CZPR2022	[2.0, 2.0]	[2.5, 1.5]	[2.5, 2.5]	[2.0, 2.0]	[3.0, 3.0]	[1.5, 1.0]	[2.5, 2.5]	[1.5, 1.5]	[2.5, 2.0]	[3.0, 2.0]	[3.0, 3.0]
SWUL3007	[3.5, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 2.5]	[3.0, 3.5]	[3.0, 4.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.0]
FRUB1012	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]
CZPR3023	[3.5, 3.5]	[3.5, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[4.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[3.5, 3.0]	[3.5, 3.0]
TRME3003	[2.5, 2.5]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.0]	[3.0, 3.0]	[2.5, 2.0]	[2.5, 2.5]
FIJO1038	[3.5, 3.5]	[3.5, 3.0]	[3.5, 4.0]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 2.5]
FRUL1016	[3.5, 3.5]	[3.5, 3.0]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 3.0]	[3.0, 2.5]
CNUK1120	[2.5, 2.0]	[4.0, 4.0]	[4.0, 4.0]	[2.5, 2.5]	[3.0, 2.5]	[2.5, 2.0]	[3.0, 3.0]	[2.0, 2.0]	[3.0, 2.5]	[4.0, 4.0]	[2.5, 2.0]
DBAN3024	[3.0, 3.5]	[3.5, 3.0]	[2.5, 2.0]	[2.5, 3.0]	[3.0, 3.5]	[2.5, 3.0]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.0]
TSNO1050	[3.0, 3.0]	[3.5, 3.5]	[2.5, 2.0]	[2.5, 2.0]	[3.0, 3.0]	[2.0, 2.5]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.5]	[3.0, 3.5]	[2.5, 2.0]
RUMO3005	[4.0, 3.0]	[4.0, 2.5]	[4.0, 2.0]	[3.0, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[3.0, 3.0]
SWUL3026	[3.5, 3.5]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 3.0]	[4.0, 4.0]	[3.5, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[4.0, 4.0]
FRUC3089	[3.5, 3.5]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 3.5]	[3.0, 3.5]	[3.5, 3.5]	[3.0, 3.0]	[3.5, 4.0]	[3.5, 3.0]	[3.5, 3.0]	[3.5, 3.0]
BGSU1291	[3.0, 3.0]	[3.0, 3.5]	[4.0, 4.0]	[2.5, 2.0]	[3.0, 3.5]	[2.5, 2.0]	[3.0, 3.0]	[2.5, 3.0]	[2.0, 2.0]	[3.0, 3.5]	[3.0, 3.0]
TRCU1129	[3.5, 3.5]	[3.5, 2.5]	[3.5, 3.0]	[3.5, 2.5]	[3.5, 3.0]	[3.5, 2.5]	[4.0, 3.0]	[3.5, 2.5]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]
TSNO1496	[2.5, 2.0]	[4.0, 4.0]	[3.0, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 3.0]	[3.0, 3.5]	[2.0, 1.5]	[2.5, 3.5]	[2.0, 1.5]	[2.0, 1.5]
TSNO1490	[2.0, 2.5]	[3.0, 4.0]	[4.0, 4.0]	[1.5, 1.0]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 3.0]	[2.0, 1.0]
NOUO1031	[3.0, 2.0]	[3.5, 4.0]	[3.0, 3.5]	[2.5, 2.0]	[2.5, 2.0]	[3.0, 2.0]	[3.0, 3.5]	[3.0, 2.5]	[3.0, 2.5]	[2.5, 2.5]	[3.0, 3.5]
CNUK1153	[2.0, 1.0]	[3.5, 4.0]	[4.0, 4.0]	[2.5, 2.0]	[2.5, 2.0]	[2.5, 2.0]	[2.5, 1.5]	[2.5, 3.0]	[2.5, 3.0]	[2.5, 2.0]	[2.0, 1.5]
CZPR2031	[2.0, 2.0]	[3.0, 3.0]	[2.5, 2.0]	[2.0, 2.0]	[2.5, 2.5]	[1.5, 1.5]	[2.5, 2.5]	[2.0, 2.0]	[2.0, 1.5]	[3.0, 3.0]	[2.5, 3.0]
SPM03036	[3.0, 3.5]	[3.0, 2.5]	[2.0, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.0]
FRUL1005	[3.0, 3.0]	[3.5, 4.0]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]
SPM02007	[2.5, 2.0]	[3.0, 2.0]	[3.0, 2.0]	[2.0, 2.0]	[2.5, 2.0]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[2.5, 2.5]
BGSU1088	[4.0, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.0, 3.0]
TSNO1398	[3.5, 3.5]	[3.0, 3.0]	[4.0, 4.0]	[3.5, 3.5]	[3.0, 2.5]	[3.5, 3.0]	[4.0, 4.0]	[3.0, 2.5]	[3.5, 4.0]	[4.0, 4.0]	[3.5, 4.0]
SPM01013	[3.0, 3.0]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 4.0]	[4.0, 4.0]	[3.5, 3.0]
CNUK1124	[3.5, 4.0]	[4.0, 4.0]	[4.0, 4.0]	[3.5, 4.0]	[3.5, 4.0]	[4.0, 4.0]	[3.5, 4.0]	[3.5, 4.0]	[3.0, 2.0]	[3.5, 3.5]	[3.0, 2.5]
FIJY1035	[3.0, 3.5]	[3.0, 3.0]	[3.5, 3.0]	[2.5, 2.5]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
FIJY1016	[3.5, 3.5]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 2.5]	[3.0, 3.5]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 3.0]
CNUK1179	[2.0, 1.5]	[2.5, 3.0]	[2.0, 2.5]	[2.0, 1.5]	[2.5, 2.0]	[2.0, 2.0]	[2.5, 2.5]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]
SPM04001	[3.5, 3.0]	[4.0, 3.0]	[4.0, 3.0]	[3.5, 3.0]	[3.0, 2.0]	[3.0, 3.0]	[4.0, 3.0]	[3.0, 2.5]	[3.0, 2.5]	[3.5, 2.5]	[3.5, 2.5]
NOHO1040	[3.0, 2.5]	[3.5, 3.0]	[3.5, 2.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.0, 2.5]	[3.5, 2.5]	[3.0, 2.5]	[3.0, 3.0]
FRUL2024	[3.5, 3.5]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 3.0]	[3.5, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[4.0, 4.0]	[4.0, 4.0]	[4.0, 4.0]
CZPR2029	[3.0, 3.0]	[3.0, 2.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[2.0, 2.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
SPM03037	[3.0, 3.0]	[3.5, 4.0]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.5]	[3.0, 2.5]	[3.0, 3.5]	[2.5, 2.0]	[3.0, 3.0]	[2.5, 2.5]
RUMO2023	[2.5, 2.5]	[2.5, 2.5]	[3.0, 2.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.5]	[2.5, 2.5]	[3.0, 3.0]	[3.5, 3.5]
ITRS2005	[3.0, 3.5]	[3.0, 2.0]	[2.5, 2.0]	[2.0, 2.0]	[2.5, 2.5]	[2.0, 2.0]	[2.0, 2.0]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.0]	[2.5, 2.0]
FRUL1022	[3.5, 4.0]	[3.5, 3.0]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 4.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
CNUK1015	[3.5, 3.0]	[4.0, 3.0]	[2.5, 2.0]	[2.5, 2.5]	[3.5, 3.0]	[3.5, 3.0]	[4.0, 3.0]	[3.5, 3.0]	[3.0, 2.0]	[3.5, 2.5]	[3.5, 2.0]
TSNO1157	[3.0, 1.5]	[3.5, 2.5]	[4.0, 2.0]	[3.0, 2.0]	[2.5, 2.5]	[3.0, 2.0]	[3.5, 2.5]	[3.0, 2.0]	[3.0, 2.5]	[3.0, 2.5]	[3.5, 2.0]
DBAN3044	[3.0, 3.0]	[3.0, 2.0]	[2.0, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.5]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]
BGSU1050	[3.0, 3.5]	[3.0, 4.0]	[2.0, 1.5]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.5]	[2.5, 2.5]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]
POPZ1011	[3.5, 4.0]	[4.0, 4.0]	[4.0, 4.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 2.5]	[2.5, 2.0]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[3.0, 2.5]
FIJY1070	[2.5, 3.0]	[3.5, 4.0]	[2.5, 2.0]	[2.5, 3.0]	[2.5, 3.5]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.5]
BGSU1127	[3.0, 2.5]	[4.0, 4.0]	[3.5, 4.0]	[3.0, 2.0]	[3.5, 3.5]	[3.5, 4.0]	[3.5, 3.5]	[3.0, 4.0]	[3.5, 3.5]	[3.0, 3.5]	[3.0, 3.0]
BGSU1136	[2.5, 2.5]	[3.5, 4.0]	[2.5, 2.0]	[2.0, 1.5]	[2.5, 2.0]	[2.5, 2.5]	[3.0, 2.5]	[2.0, 2.0]	[3.5, 4.0]	[3.5, 4.0]	[3.0, 3.0]
DBAN3056	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 2.5]	[3.5, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[3.0, 3.0]
SPM07006	[2.5, 2.5]	[3.0, 3.0]	[3.0, 2.0]	[3.0, 3.5]	[2.5, 2.5]	[2.5, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 3.5]
NOBE1020	[3.0, 3.0]	[4.0, 4.0]	[4.0, 4.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
BGSU1108	[3.0, 3.0]	[4.0, 4.0]	[4.0, 4.0]	[2.5, 2.5]	[3.0, 3.0]	[4.0, 4.0]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]
NOUO2031	[3.5, 4.0]	[3.0, 2.5]	[3.5, 4.0]	[3.0, 3.5]	[3.0, 3.5]	[3.5, 3.5]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
TSNO1425	[2.5, 3.0]	[2.5, 3.5]	[3.0, 2.0]	[2.0, 1.0]	[2.5, 3.0]	[3.0, 3.5]	[2.0, 2.0]	[3.5, 4.0]	[3.0, 4.0]	[3.0, 2.0]	[2.5, 2.0]
TSNO1102	[2.5, 2.0]	[4.0, 4.0]	[4.0, 4.0]	[2.0, 2.0]	[3.0, 3.0]	[3.0, 3.5]	[2.0, 1.5]	[2.5, 2.0]	[2.5, 3.0]	[3.0, 3.0]	[2.5, 2.5]
CZPR3011	[1.5, 1.5]	[2.0, 1.0]	[1.5, 1.0]	[1.5, 1.5]	[2.0, 1.5]	[2.0, 3.0]	[3.0, 3.0]	[2.0, 2.5]	[1.5, 1.5]	[2.0, 1.5]	[1.5, 1.0]
DBAN3011	[2.5, 2.5]	[2.5, 2.5]	[2.5, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 2.5]	[3.0, 3.5]
RUMO3012	[3.0, 2.5]	[3.0, 2.0]	[3.5, 2.0]	[3.0, 2.0]	[3.0, 2.0]	[2.5, 2.0]	[3.0, 2.0]	[3.0, 2.0]	[3.0, 2.5]	[3.5, 2.0]	[2.5, 2.5]
TSNO1090	[2.5, 2.5]	[3.0, 3.5]	[3.0, 2.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]
BGSU1073	[3.0, 3.0]	[2.0, 2.0]	[2.0, 2.0]	[2.0, 2.0]	[2.5, 2.0]	[2.5, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 3.0]	[3.0, 2.5]	[3.0, 3.0]
TSNO1064	[3.0, 3.0]	[4.0, 3.0]	[4.0, 2.0]	[3.0, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.5, 2.5]	[2.5, 2.5]	[3.5, 2.5]	[3.0, 3.0]	[3.5, 2.5]
FIJY1063	[3.5, 3.5]	[3.5, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[3.5, 3.0]	[4.0, 4.0]	[3.0, 3.0]	[4.0, 4.0]	[4.0, 4.0]	[4.0, 4.0]
TSNO1479	[2.0, 1.5]	[3.5, 4.0]	[2.5, 3.5]	[1.5, 1.5]	[2.0, 2.0]	[2.0, 2.0]	[2.5, 2.5]	[2.0, 2.5]	[2.5, 3.0]	[2.0, 1.5]	[1.5, 1.5]
FIHE1003	[3.5, 3.5]	[3.0, 3.5]	[3.5, 3.0]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 4.0]	[3.0, 4.0]	[3.0, 3.0]	[3.0, 2.5]	[4.0, 4.0]	[3.0, 3.0]
SPM05008	[2.5, 2.5]	[3.0, 2.0]	[3.0, 2.5]	[2.5, 2.0]	[3.0, 3.5]	[2.5, 2.0]	[3.0, 3.5]	[2.5, 3.0]	[3.0, 3.0]	[2.5, 2.0]	[2.5, 2.5]
DBAN1026	[3.5, 4.0]	[4.0, 4.0]	[4.0, 4.0]	[3.5, 4.0]	[4.0, 4.0]	[4.0, 4.0]	[3.5, 3.0]	[3.5, 3.5]	[3.0, 2.5]	[3.0, 3.5]	[3.0, 3.5]
NOAC1023	[2.5, 2.0]	[4.0, 4.0]	[3.0, 3.0]	[2.5, 2.0]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.0]	[3.0, 3.0]
NOUO2010	[3.5, 3.5]	[3.5, 4.0]	[4.0, 4.0]	[3.5, 3.5]	[3.0, 3.0]	[3.0, 2.5]	[4.0, 4.0]	[3.0, 3.0]	[3.5, 3.5]	[3.5, 3.5]	[3.0, 3.0]
NOBE1002	[3.0, 3.5]	[3.5, 4.0]	[3.0, 2.0]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 3.0]	[3.0, 3.5]	[3.0, 2.5]	[3.5, 3.5]	[3.0, 3.0]	[3.5, 3.5]
SWUL4018	[3.0, 3.0]	[3.5, 3.0]	[3.5, 4.0]	[3.0, 3.0]	[3.0, 3.5]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.5]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]
BGSU1009	[3.0, 2.5]	[4.0, 2.5]	[4.0, 2.0]	[3.0, 2.5]	[3.0, 2.0]	[3.0, 2.5]	[3.5, 3.0]	[3.0, 2.0]	[4.0, 2.5]	[3.5, 3.0]	[3.5, 3.0]
NOUO2025	[3.5, 3.5]	[3.5, 3.0]	[3.5, 4.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[3.0, 3.0]	[2.5, 2.5]	[3.5, 3.5]	[3.5, 3.5]	[3.5, 3.5]
CZPR3009	[3.0, 2.0]	[3.5, 2.0]	[3.5, 2.0]	[3.0, 1.0]	[3.5, 2.0]	[3.5, 1.0]	[3.5, 2.0]	[2.5, 2.0]	[3.0, 2.0]	[3.0, 2.5]	[3.0, 2.0]
TSNO1492	[2.0, 1.5]	[2.5, 3.5]	[4.0, 4.0]	[2.0, 1.0]	[2.0, 1.0]	[2.0, 1.0]	[2.0, 1.0]	[2.0, 1.0]	[3.0, 3.0]	[2.5, 2.0]	[2.5, 2.5]
NOOS1014	[3.0, 3.5]	[3.0, 2.0]	[3.0, 2.5]	[3.0, 2.5]	[3.0, 2.5]	[3.5, 3.5]	[3.0, 2.5]	[3.0, 3.0]	[2.5, 2.0]	[2.5, 2.0]	[2.5, 2.0]
TRCU1108	[2.5, 2.5]	[4.0, 4.0]	[4.0, 4.0]	[2.0, 2.0]	[2.5, 2.0]	[3.0, 2.5]	[2.5, 2.0]	[3.0, 2.5]	[2.5, 2.5]	[3.0, 3.5]	[3.0, 2.5]
NOUO1040	[3.5, 3.5]	[3.0, 3.0]	[4.0, 4.0]	[3.5, 3.0]	[3.5, 4.0]	[3.5, 4.0]	[4.0, 4.0]	[3.0, 3.0]	[3.5, 3.0]	[3.0, 3.0]	[3.0, 3.0]
CNUK4011	[2.5, 3.0]	[4.0, 4.0]	[3.0, 3.0]	[2.0, 1.5]	[2.5, 3.0]	[3.5, 3.5]	[3.0, 3.5]	[3.5, 3.5]	[3.0, 3.5]	[2.5, 1.5]	[2.5, 2.5]
FRUB1008	[3.0, 3.5]	[3.5, 3.0]	[3.0, 3.0]	[3.0, 2.5]	[3.5, 4.0]	[2.5, 3.0]	[3.0, 3.0]	[2.5, 3.0]	[3.0, 3.0]	[3.5, 3.5]	[4.0, 4.0]
NOUO2006	[2.5, 2.5]	[3.5, 4.0]	[2.5, 2.0]	[2.5, 2.5]	[2.5, 2.5]	[2.0, 2.0]	[3.0, 2.5]	[2.5, 2.5]	[3.0, 2.5]	[3.0, 2.0]	[3.0, 2.5]
DBAN3055	[2.5, 1.5]	[3.0, 2.5]	[2.0, 2.0]	[3.0, 2.5]	[3.0, 2.0]	[2.5, 2.0]	[3.0, 2.0]	[2.5, 2.0]	[2.5, 2.0]	[3.0, 2.5]	[3.5, 2.5]
ITRS1041	[3.0, 3.0]	[2.0, 2.0]	[2.0, 2.0]	[2.0, 1.5]	[3.0, 3.0]	[2.5, 2.5]	[2.5, 2.5]	[2.5, 2.5]	[3.0, 2.5]	[2.5, 2.5]	[3.5, 3.5]
